ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD014960_pub2_data__A3,CD014960,3,457,-0.731371,0.558597,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014960_pub2_data__A4,CD014960,1,175,0.011696,0.990775,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014960_pub2_data__A5,CD014960,1,168,-0.491408,0.595737,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014960_pub2_data__A6,CD014960,1,175,0.011696,0.990775,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014960_pub2_data__A7,CD014960,1,175,1.12147,0.494081,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014960_pub2_data__A8,CD014960,1,168,1.039071,0.526424,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014960_pub2_data__A9,CD014960,1,52,-0.341749,0.709184,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014964_pub2_data__A1,CD014964,77,24760,0.64396,5e-06,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014964_pub2_data__A2,CD014964,89,25843,0.557049,3.8e-05,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014964_pub2_data__A3,CD014964,110,29497,0.64321,0.0,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014964_pub2_data__A4,CD014964,132,27383,0.96559,0.0,True,True,Fragile,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD014964_pub2_data__A5,CD014964,93,19272,0.784681,0.0,True,True,Fragile,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD014964_pub2_data__A6,CD014964,6,7743,0.997715,0.045552,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD014964_pub2_data__A7,CD014964,15,3948,-0.441813,0.033571,True,False,Fragile,0,False,NOT YET,robustness
CD014965_pub2_data__A1,CD014965,28,1844,0.601531,0.07231,False,True,Moderate,1,True,NOT YET,significance;prediction_interval;audit_flags;pub_bias
CD014965_pub2_data__A2,CD014965,12,690,0.871271,0.014083,True,False,Moderate,0,False,ACTIONABLE,
CD014965_pub2_data__A3,CD014965,11,608,0.668097,0.067291,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A4,CD014965,7,487,-0.173071,0.772996,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A5,CD014965,10,701,0.951587,0.009846,True,False,Moderate,1,True,NOT YET,audit_flags;pub_bias
CD014965_pub2_data__A6,CD014965,8,608,0.222912,0.672617,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A7,CD014965,11,827,0.135131,0.810103,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A8,CD014965,4,217,-0.967367,0.353872,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A9,CD014965,4,287,0.591308,0.455908,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A10,CD014965,3,156,0.049554,0.969981,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A11,CD014965,3,256,0.606485,0.413821,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A12,CD014965,2,197,1.00038,0.215714,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014965_pub2_data__A13,CD014965,6,499,1.876395,0.002282,True,False,Moderate,0,False,NOT YET,evidence_volume
CD014965_pub2_data__A14,CD014965,8,673,1.530006,0.001691,True,False,Moderate,0,False,ACTIONABLE,
CD014965_pub2_data__A15,CD014965,6,481,-0.218985,0.548795,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A16,CD014965,4,279,0.895015,0.17026,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A17,CD014965,1,80,1.151256,0.328129,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014965_pub2_data__A18,CD014965,5,415,1.405417,0.032173,True,False,Moderate,0,False,NOT YET,evidence_volume
CD014965_pub2_data__A19,CD014965,5,415,1.760203,0.048918,True,True,Moderate,1,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014965_pub2_data__A20,CD014965,4,368,0.31261,0.70251,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A21,CD014965,1,100,1.138458,0.108642,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014965_pub2_data__A22,CD014965,3,277,1.685352,0.166542,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A23,CD014965,3,213,-0.169619,0.691849,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014965_pub2_data__A24,CD014965,8,675,-0.016582,0.982063,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A25,CD014965,8,679,-0.007999,0.991347,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A26,CD014965,8,677,-0.011412,0.987655,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014965_pub2_data__A27,CD014965,4,298,-0.057964,0.957947,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014966_pub2_data__A1,CD014966,79,179498,-0.113629,0.020773,True,True,Moderate,3,False,NOT YET,prediction_interval;audit_flags
CD014966_pub2_data__A2,CD014966,6,238937,-0.354589,0.682392,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014966_pub2_data__A3,CD014966,10,85971,-0.024584,0.127678,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014966_pub2_data__A4,CD014966,10,139263,0.012541,0.948425,False,True,Moderate,2,False,NOT YET,significance;prediction_interval;audit_flags
CD014967_pub2_data__A1,CD014967,15,1267,-0.057278,0.873252,False,True,Robust,2,False,NOT YET,significance;prediction_interval;audit_flags
CD014967_pub2_data__A2,CD014967,15,1217,-0.358746,0.301555,False,True,Robust,2,False,NOT YET,significance;prediction_interval;audit_flags
CD014967_pub2_data__A3,CD014967,15,1054,0.247017,0.350217,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD014967_pub2_data__A4,CD014967,13,932,0.584955,0.073654,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD014967_pub2_data__A5,CD014967,6,659,0.056461,0.886735,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD014967_pub2_data__A6,CD014967,9,926,-0.247812,0.214388,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD014967_pub2_data__A7,CD014967,5,397,0.244922,0.523653,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014967_pub2_data__A8,CD014967,7,708,0.160785,0.617012,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD014967_pub2_data__A9,CD014967,3,357,0.466526,0.196071,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014967_pub2_data__A10,CD014967,4,448,-0.217231,0.387343,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014967_pub2_data__A11,CD014967,3,216,0.928722,0.322706,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014967_pub2_data__A12,CD014967,2,130,0.486365,0.61824,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD014967_pub2_data__A13,CD014967,1,30,-0.767255,0.550103,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD014967_pub2_data__A14,CD014967,2,130,0.0,1.0,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD014967_pub2_data__A15,CD014967,4,272,-0.303115,0.39426,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014967_pub2_data__A16,CD014967,1,30,-0.767255,0.550103,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD014999_pub2_data__A1,CD014999,4,685,-0.655866,0.292118,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014999_pub2_data__A2,CD014999,4,685,-0.386463,0.211621,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014999_pub2_data__A3,CD014999,4,685,-0.351511,0.273785,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014999_pub2_data__A4,CD014999,3,444,-0.709532,0.302646,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014999_pub2_data__A5,CD014999,4,663,-0.746679,0.240957,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014999_pub2_data__A6,CD014999,2,324,0.189621,0.91544,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD015003_pub2_data__A1,CD015003,9,1277,-0.307001,0.121552,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015003_pub2_data__A2,CD015003,3,829,0.715114,0.336744,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD015003_pub2_data__A3,CD015003,1,100,0.980829,0.174122,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015003_pub2_data__A4,CD015003,10,760,0.890128,0.037439,True,True,Unstable,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD015003_pub2_data__A5,CD015003,2,160,0.280669,0.914405,False,False,Unstable,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD015003_pub2_data__A6,CD015003,1,100,-0.336472,0.589227,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A1,CD015014,7,1276,0.053958,0.743725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A2,CD015014,7,1276,0.053958,0.743725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A3,CD015014,2,704,0.027921,0.987508,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A4,CD015014,2,204,-0.192143,0.91464,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A5,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A6,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A7,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A8,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A9,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A10,CD015014,8,1263,-0.473953,0.122303,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD015014_pub2_data__A11,CD015014,3,820,0.030016,0.981721,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A12,CD015014,4,9968,0.079823,0.941417,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A13,CD015014,3,1061,0.25301,0.381514,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A14,CD015014,3,1061,0.25301,0.381514,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A15,CD015014,3,1061,0.25301,0.381514,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A16,CD015014,3,1061,0.25301,0.381514,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A17,CD015014,2,270,-0.225828,0.89958,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A18,CD015014,4,1028,-0.089143,0.934763,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A19,CD015014,1,240,-0.232533,0.571386,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A20,CD015014,1,110,-0.47733,0.812241,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A21,CD015014,1,254,0.509978,0.580037,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A22,CD015014,2,87,2.521879,0.19316,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A23,CD015014,2,65,2.080176,0.262276,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A24,CD015014,2,68,1.976575,0.324022,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A25,CD015014,2,52,1.313035,0.448421,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A26,CD015014,1,114,0.482852,0.228864,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A27,CD015014,1,71,0.083382,0.966974,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A28,CD015014,12,4016,-0.020197,0.972793,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A29,CD015014,12,4016,-0.020197,0.972793,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A30,CD015014,12,4016,-0.020197,0.972793,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A31,CD015014,6,1430,0.001723,0.998403,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A32,CD015014,24,3881,0.056688,0.507673,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A33,CD015014,24,3881,0.056688,0.507673,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A34,CD015014,24,3920,0.056326,0.510357,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015014_pub2_data__A35,CD015014,13,2366,-0.304993,0.099678,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A36,CD015014,13,2366,-0.304993,0.099678,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A37,CD015014,13,2366,-0.304993,0.099678,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A38,CD015014,4,980,0.028719,0.978994,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015014_pub2_data__A39,CD015014,6,0,0.0,1.0,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD015014_pub2_data__A40,CD015014,5,3832,-0.055445,0.953725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A41,CD015014,5,3832,-0.055445,0.953725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A42,CD015014,5,3832,-0.055445,0.953725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A43,CD015014,5,3832,-0.055445,0.953725,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A44,CD015014,6,1293,0.093811,0.913348,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015014_pub2_data__A45,CD015014,2,225,0.195614,0.912903,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A46,CD015014,1,81,-0.370018,0.854129,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A47,CD015014,1,44,2.607967,0.018412,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015014_pub2_data__A48,CD015014,2,421,0.067085,0.969907,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015033_pub2_data__A1,CD015033,14,1059,0.373712,0.476766,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015033_pub2_data__A2,CD015033,14,1059,-1.196586,0.012183,True,False,Unstable,1,True,NOT YET,robustness;audit_flags;pub_bias
CD015033_pub2_data__A3,CD015033,13,1031,0.994698,0.075393,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD015033_pub2_data__A4,CD015033,11,695,-0.007418,0.990522,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015033_pub2_data__A5,CD015033,13,978,0.203432,0.687869,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD015033_pub2_data__A6,CD015033,13,978,-1.002667,0.024843,True,False,Unstable,1,True,NOT YET,robustness;audit_flags;pub_bias
CD015033_pub2_data__A7,CD015033,4,416,1.649728,0.078833,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD015033_pub2_data__A8,CD015033,1,88,-0.044951,0.982168,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD015033_pub2_data__A9,CD015033,3,339,-0.039097,0.976175,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
